user_id,experiment_group,conversion,revenue,date,device,country,age,session_duration
user_01754,control,1.0,99.17,,desktop,IN,40.0,245
user_00583,control,1.0,68.63,,mobile,IN,21.0,0
user_03943,treatment,1.0,"773,63",2024-09-22,android,US,34.0,518
user_04177,control,2.0,39.96,,desktop,UK,30.0,82
user_01733,treatment,0.0,188.0,2024-06-02,tablet,United States,9.0,550
user_00461,treatment,2.0,74.58,,android,United States,47.0,580
user_00183,treatment,0.0,12.29,2024-03-15,tablet,US,31.0,247
user_05455,control,0.0,153.2,2024-02-28,tablet,USA,45.0,575
user_01194,control,1.0,14.56,,desktop,USA,47.0,-21
user_00523,treatment,1.0,95.5,,desktop,USA,53.0,205
user_07888,treatment,1.0,67.24,2024-07-29,desktop,India,52.0,581
user_02398,treatment,0.0,172.27,2024-10-13,desktop,UK,19.0,290
user_06071,treatment,1.0,114.68,,desktop,USA,59.0,553
user_04377,control,0.0,24.27,2024-07-31,desktop,US,43.0,52
user_07110,control,1.0,78.78,,desktop,United Kingdom,57.0,532
user_00582,control,1.0,172.27,,desktop,IN,56.0,-29
user_00083,treatment,1.0,155.48,,desktop,US,65.0,532
user_00425,control,1.0,-84.72,,mobile,India,36.0,534
user_02010,treatment,0.0,122.27,,mobile,United Kingdom,38.0,151
user_08824,control,0.0,173.53,,mobile,US,23.0,427
user_04516,trt,1.0,90.67,,desktop,UK,33.0,425
user_08911,treatment,0.0,31.53,,mobile,USA,65.0,554
user_04716,treatment,0.0,175.9,2024-03-11,desktop,USA,42.0,511
user_03016,control,1.0,71.19,,mobile,India,29.0,498
user_06149,treatment,0.0,50.17,,desktop,UK,41.0,389
user_02709,treatment,1.0,88.13,,tablet,IN,45.0,153
user_04680,treatment,1.0,114.17,2024-06-13,mobile,US,42.0,-40
user_07047,treatment,1.0,121.5,,desktop,USA,42.0,413
user_02306,treatment,1.0,"548,58",,mobile,United States,24.0,0
user_03420,treatment,0.0,147.68,,mobile,US,33.0,-47
user_02730,treatment,1.0,143.69,2024-09-22,iphone,USA,50.0,53
user_07087,treatment,1.0,-34.63,,tablet,UK,36.0,78
user_05109,control,1.0,170.41,,desktop,India,40.0,546
user_07485,control,1.0,$88.82,2024-05-03,iphone,US,65.0,103
user_05210,treatment,1.0,-64.7,,desktop,United Kingdom,64.0,0
user_04335,control,2.0,155.15,2024-10-03,desktop,United Kingdom,47.0,75
user_00110,control,1.0,20.28,,desktop,IN,21.0,71
user_02055,treatment,0.0,172.27,,desktop ,United States,32.0,129
user_04857,control,1.0,174.99,,mobile,United States,53.0,568
user_02459,control,1.0,181.65,,desktop,USA,57.0,302
user_05476,treatment,1.0,-75.72,,mobile,IN,53.0,154
user_01843,treatment,1.0,104.3,,desktop,India,58.0,238
user_01643,treatment,0.0,156.46,,tablet,IN,65.0,598
user_06408,control,1.0,$196.93,2024-05-30,mobile,UK,64.0,341
user_08838,control,0.0,170.05,,mobile,United Kingdom,44.0,281
user_07490,control,0.0,56.7,2024-03-27,desktop,US,48.0,79
user_05473,control,0.0,130.6,,desktop,United States,61.0,0
user_08497,treatment,1.0,156.07,,desktop,US,58.0,435
user_00685,control,0.0,101.92,2024-09-07,desktop,IN,64.0,558
user_05297,treatment,1.0,101.65,,mobile,US,49.0,584
user_03234,control,1.0,91.34,2024-05-07,desktop,US,37.0,400
user_02490,control,1.0,54.45,,mobile,United States,45.0,515
user_02657,treatment,0.0,184.71,2024-07-28,android,UK,51.0,218
user_06297,control,0.0,"252,55",2024-07-17,tablet,United States,48.0,441
user_00128,control,1.0,128.53,,desktop,USA,49.0,386
user_02284,treatment,1.0,172.27,,desktop,US,33.0,0
user_04178,control,0.0,155.22,,desktop,USA,20.0,189
user_08632,treatment,1.0,53.68,,tablet,IN,39.0,592
user_04626,treatment,1.0,143.62,,mobile,USA,31.0,127
user_00706,control,0.0,58.39,,tablet,USA,24.0,462
user_08979,treatment,1.0,49.84,,desktop,IN,58.0,438
user_07234,treatment,1.0,135.57,,mobile,USA,19.0,-72
user_03106,control,0.0,136.44,,tablet,US,60.0,464
user_07522,treatment,0.0,61.22,2024-09-26,desktop,United States,57.0,272
user_04563,control,1.0,172.27,,desktop,US,42.0,281
user_07175,control,1.0,35.99,,mobile,UK,22.0,303
user_00477,treatment,1.0,106.44,,mobile,US,26.0,242
user_00272,control,0.0,"739,43",,desktop,India,36.0,475
user_00672,trt,0.0,171.62,,tablet,United States,36.0,448
user_08978,treatment,1.0,"543,64",2024-09-30,desktop,India,37.0,498
user_06164,control,1.0,-79.14,2024-03-21,desktop,USA,58.0,323
user_00196,control,0.0,172.27,,desktop,UK,52.0,425
user_04039,test,1.0,152.49,,tablet,IN,43.0,35
user_05292,control,1.0,54.63,,desktop,India,31.0,511
user_00494,control,0.0,62.59,,mobile,US,51.0,0
user_00194,trt,1.0,47.76,,tablet,United States,63.0,127
user_06283,trt,1.0,149.83,2024-07-22,android,UK,40.0,271
user_08322,control,1.0,15.6,,mobile,US,45.0,543
user_04283,trt,1.0,172.27,,desktop,IN,43.0,0
user_00493,treatment,0.0,42.59,,desktop,US,50.0,287
user_02538,treatment,1.0,154.17,2024-10-23,desktop,USA,19.0,560
user_06339,control,1.0,72.97,2024-06-05,mobile,United Kingdom,44.0,400
user_04059,treatment,1.0,29.04,,tablet,US,21.0,157
user_04866,control,0.0,147.41,2024-02-21,mobile,US,62.0,565
user_00495,treatment,0.0,101.94,,tablet,United States,60.0,0
user_07623,treatment,1.0,196.04,,mobile,United States,33.0,158
user_03618,treatment,1.0,67.94,2024-12-20,desktop,USA,90.0,397
user_02314,trt,1.0,163.64,,desktop,USA,64.0,508
user_00163,treatment,1.0,"224,68",,desktop,United Kingdom,41.0,265
user_05580,trt,0.0,-18.36,,android,USA,34.0,485
user_06542,treatment,1.0,97.29,2024-03-11,desktop,USA,48.0,537
user_00819,treatment,0.0,127.77,,mobile,UK,42.0,538
user_02831,trt,0.0,87.35,,desktop,USA,28.0,498
user_00901,trt,1.0,83.52,2024-02-19,mobile,IN,46.0,264
user_01857,treatment,1.0,33.68,,mobile,USA,52.0,0
user_04988,treatment,1.0,21.27,,mobile,UK,24.0,0
user_04558,control,1.0,163.75,2024-08-13,mobile,United States,39.0,-43
user_08527,treatment,0.0,123.43,,mobile,India,46.0,399
user_04919,treatment,0.0,188.87,,desktop,India,50.0,195
user_03694,treatment,0.0,-55.25,,tablet,US,37.0,59
user_05358,control,0.0,65.3,2024-02-10,desktop,USA,62.0,34
user_01990,control,0.0,22.33,,tablet,US,62.0,436
user_03139,control,1.0,168.83,,mobile,US,47.0,240
user_03181,control,1.0,146.99,,desktop,US,55.0,408
user_01858,control,0.0,198.81,2024-03-14,tablet,India,42.0,149
user_02263,control,1.0,194.94,2024-02-08,tablet,US,20.0,144
user_04977,control,1.0,$65.31,,desktop,US,31.0,289
user_07040,control,0.0,150.27,2024-01-14,tablet,IN,57.0,138
user_04630,control,0.0,12.34,,mobile,US,52.0,153
user_08053,treatment,0.0,-61.23,2024-05-07,desktop,US,25.0,207
user_07692,treatment,0.0,101.71,2024-04-15,mobile,USA,32.0,490
user_03701,treatment,0.0,183.5,,desktop,India,20.0,352
user_00926,treatment,1.0,112.11,,desktop,USA,36.0,108
user_04581,control,1.0,74.51,,mobile,USA,57.0,125
user_04046,treatment,1.0,41.78,,mobile,United Kingdom,48.0,438
user_01719,treatment,1.0,73.39,,mobile,USA,25.0,102
user_07449,treatment,0.0,172.27,,mobile ,USA,30.0,320
user_07408,treatment,0.0,188.95,,desktop,IN,40.0,356
user_03954,treatment,1.0,133.33,2024-01-21,mobile,USA,61.0,212
user_00621,control,1.0,119.23,2024-02-11,desktop,US,41.0,295
user_08907,trt,0.0,90.83,,iphone,US,37.0,129
user_00444,treatment,1.0,70.06,,desktop,UK,52.0,158
user_01740,control,1.0,146.21,,mobile,USA,30.0,55
user_00476,treatment,0.0,148.92,,tablet,US,35.0,501
user_02530,control,1.0,14.73,,desktop,USA,30.0,86
user_04011,treatment,1.0,129.35,,tablet,UK,41.0,331
user_05851,treatment,0.0,98.12,2024-03-13,tablet,United States,51.0,354
user_03187,treatment,1.0,165.69,,desktop,USA,58.0,455
user_08323,treatment,1.0,169.7,,tablet,UK,42.0,43
user_07440,treatment,2.0,17.02,,tablet,USA,65.0,532
user_06723,control,1.0,65.77,,mobile,USA,64.0,513
user_03461,treatment,1.0,88.62,2024-03-02,desktop,India,40.0,304
user_03277,control,1.0,62.5,,desktop,United Kingdom,24.0,83
user_03283,treatment,2.0,118.43,2024-03-31,iphone,IN,90.0,160
user_01543,treatment,1.0,-10.63,,mobile,IN,58.0,171
user_08812,control,0.0,172.27,,desktop,IN,31.0,149
user_00897,control,1.0,66.14,2024-01-22,desktop,UK,42.0,425
user_03094,trt,2.0,103.94,,desktop,USA,25.0,321
user_00060,test,2.0,172.27,,android,USA,44.0,524
user_01952,control,0.0,74.84,,mobile,USA,41.0,290
user_00197,control,1.0,131.74,2024-01-26,mobile,United Kingdom,42.0,176
user_02809,control,0.0,161.82,2024-11-11,desktop,United States,19.0,75
user_03908,control,2.0,50.22,2024-01-04,tablet,US,48.0,377
user_01078,control,0.0,96.49,,tablet,IN,49.0,447
user_07584,control,1.0,83.58,,desktop,USA,47.0,316
user_06726,control,0.0,107.51,,android,IN,30.0,112
user_07563,treatment,0.0,145.87,,desktop,United States,42.0,269
user_03241,control,1.0,57.77,,mobile,USA,46.0,192
user_04746,treatment,0.0,$195.68,,iphone,UK,25.0,0
user_05663,treatment,1.0,68.9,,desktop,IN,55.0,458
user_05091,treatment,0.0,165.07,,desktop,US,63.0,-34
user_00129,treatment,1.0,61.79,,tablet,UK,42.0,594
user_00803,control,1.0,12.17,,mobile,IN,35.0,166
user_05806,treatment,1.0,190.81,,android,US,54.0,372
user_00189,treatment,1.0,18.04,,desktop,IN,51.0,125
user_00360,treatment,0.0,159.24,,tablet,US,28.0,563
user_00482,control,1.0,183.7,,desktop,US,56.0,0
user_08693,treatment,0.0,112.65,,mobile,US,30.0,-23
user_03514,treatment,0.0,22.87,,desktop,US,62.0,-22
user_02920,treatment,1.0,106.38,2024-04-02,tablet,US,59.0,0
user_04679,control,0.0,172.27,,tablet,IN,60.0,113
user_02579,treatment,1.0,80.66,,desktop,US,61.0,350
user_08365,control,2.0,174.38,,mobile,UK,41.0,226
user_01674,control,0.0,60.76,,mobile,USA,42.0,-82
user_02846,treatment,1.0,185.83,,desktop,UK,10.0,0
user_01540,treatment,0.0,82.01,,tablet,UK,63.0,538
user_01090,treatment,0.0,61.27,,mobile,US,33.0,137
user_00448,control,1.0,"292,10",,tablet,US,49.0,95
user_07885,treatment,0.0,86.98,,desktop,United Kingdom,21.0,582
user_01377,control,0.0,172.27,2024-06-06,desktop,US,44.0,93
user_04401,treatment,1.0,164.8,,mobile,US,33.0,416
user_05777,control,1.0,$189.92,,mobile,US,30.0,319
user_02623,trt,1.0,180.31,,iphone,India,52.0,187
user_03727,control,0.0,17.51,,mobile,United States,90.0,266
user_07101,control,0.0,51.37,,mobile,US,48.0,0
user_02591,control,1.0,131.74,,mobile,US,64.0,0
user_02961,control,1.0,130.25,2024-01-22,tablet,US,23.0,0
user_00100,control,1.0,114.51,2024-01-25,mobile,United States,44.0,448
user_03757,treatment,1.0,-69.41,,desktop,US,37.0,560
user_06926,control,0.0,166.73,,tablet,UK,37.0,255
user_05029,treatment,1.0,56.44,,mobile,United Kingdom,35.0,456
user_00184,control,1.0,94.28,2024-02-12,mobile,US,37.0,544
user_05601,treatment,1.0,67.63,,desktop,UK,37.0,-16
user_00974,treatment,1.0,55.31,,desktop,UK,33.0,209
user_03899,control,1.0,149.97,2024-04-27,mobile,India,63.0,185
user_06223,control,1.0,130.43,2024-12-20,desktop,US,40.0,478
user_06197,control,1.0,177.57,2024-06-15,iphone,US,18.0,79
user_03045,control,0.0,198.64,2024-05-03,desktop,IN,42.0,545
user_07057,treatment,0.0,117.16,2024-08-18,desktop,US,51.0,394
user_00658,control,0.0,66.46,2024-01-22,iphone,US,44.0,116
user_06281,control,1.0,199.4,2024-07-22,mobile,IN,51.0,217
user_02165,treatment,0.0,31.92,,desktop,USA,49.0,351
user_05913,control,0.0,14.83,,desktop,USA,23.0,233
user_04505,control,1.0,20.91,2024-05-01,mobile,United Kingdom,23.0,294
user_08774,treatment,1.0,168.53,,mobile,UK,21.0,31
user_01635,control,0.0,158.42,2024-12-13,mobile,India,63.0,129
user_04796,treatment,1.0,88.5,,mobile,United Kingdom,52.0,306
user_05981,control,1.0,167.13,,iphone,United States,51.0,402
user_04972,control,0.0,52.46,,tablet,United Kingdom,35.0,146
user_00639,treatment,1.0,172.27,,desktop,US,46.0,363
user_02466,control,0.0,$58.22,,tablet,US,46.0,410
user_02942,trt,1.0,107.94,2024-07-01,iphone,USA,30.0,359
user_01657,control,0.0,40.01,,desktop,USA,61.0,267
user_04863,control,1.0,79.27,,iphone,United Kingdom,37.0,310
user_01009,control,1.0,64.46,2024-06-27,mobile,United Kingdom,55.0,235
user_06193,trt,1.0,65.82,,iphone,US,43.0,222
user_01186,control,1.0,172.27,2024-11-10,mobile,India,63.0,227
user_04772,treatment,1.0,159.41,,desktop,USA,21.0,154
user_08667,treatment,0.0,141.69,2024-05-02,desktop,USA,63.0,-56
user_05652,control,1.0,18.5,,mobile,USA,25.0,79
user_08898,treatment,0.0,146.17,,mobile,USA,60.0,114
user_00139,control,0.0,172.54,,tablet,UK,41.0,436
user_05490,treatment,1.0,62.13,,mobile,UK,19.0,0
user_00897,treatment,1.0,130.35,2024-07-05,desktop,US,49.0,342
user_05377,control,0.0,72.2,,tablet,USA,38.0,522
user_02296,treatment,0.0,24.17,,desktop,US,49.0,578
user_00531,control,1.0,39.16,,tablet,United States,32.0,389
user_04785,control,0.0,90.64,2024-07-31,android,US,60.0,252
user_00939,treatment,1.0,78.32,,mobile,India,56.0,333
