user_id,experiment_group,conversion,revenue,session_duration,device,country,age
user_01445,control,0,96.8,267.8,tablet,UK,22
user_00394,control,0,76.56,366.2,mobile,UK,43
user_01583,control,1,87.35,275.3,tablet,UK,53
user_02859,treatment,0,66.65,225.8,desktop,UK,31
user_00539,control,0,116.27,282.4,tablet,US,52
user_01488,control,0,89.25,285.2,desktop,US,51
user_00808,control,0,109.01,342.9,tablet,UK,57
user_03415,treatment,0,57.27,199.0,mobile,UK,45
user_00799,control,0,114.91,250.3,mobile,India,41
user_03540,treatment,0,59.76,211.1,tablet,UK,21
user_01816,control,0,102.74,291.5,tablet,US,41
user_02330,treatment,0,94.32,245.6,tablet,India,18
user_02648,treatment,0,108.84,244.5,desktop,US,48
user_01425,control,1,102.23,266.1,tablet,UK,53
user_02360,treatment,1,43.38,225.3,tablet,India,65
user_03322,treatment,0,73.92,193.5,tablet,UK,18
user_00788,control,0,134.59,272.5,desktop,UK,61
user_01993,control,0,101.83,304.4,desktop,India,69
user_01117,control,0,97.34,312.8,desktop,US,68
user_01321,control,0,152.9,351.9,mobile,India,60
user_03657,treatment,0,84.48,227.7,tablet,UK,34
user_01553,control,0,95.58,232.3,desktop,India,36
user_00033,control,0,92.16,282.6,tablet,US,65
user_00464,control,0,114.31,287.0,tablet,India,62
user_02516,treatment,0,131.65,238.9,tablet,India,51
user_02296,treatment,0,120.6,269.1,desktop,UK,20
user_00167,control,0,79.28,345.4,tablet,US,56
user_02863,treatment,0,38.4,238.7,desktop,UK,33
user_00415,control,0,97.93,268.5,desktop,India,33
user_00034,control,0,130.28,356.5,mobile,US,50
user_00185,control,0,143.33,238.7,mobile,India,39
user_03023,treatment,0,127.4,263.2,tablet,UK,64
user_03241,treatment,0,121.56,226.1,desktop,India,25
user_03302,treatment,0,84.68,203.0,desktop,India,51
user_01953,control,0,93.14,288.3,desktop,UK,20
user_03750,treatment,0,127.2,272.9,mobile,US,43
user_01622,control,0,115.67,251.1,tablet,US,25
user_01243,control,0,97.82,311.1,tablet,India,37
user_03550,treatment,0,40.54,255.3,desktop,UK,38
user_00722,control,0,153.6,255.5,mobile,India,48
user_01175,control,0,89.22,270.0,desktop,US,36
user_00671,control,1,114.3,286.6,desktop,UK,63
user_03332,treatment,0,93.29,203.7,desktop,US,52
user_01747,control,0,131.85,324.8,tablet,India,54
user_02425,treatment,0,83.53,249.4,desktop,UK,21
user_01557,control,0,131.24,371.9,desktop,India,24
user_02867,treatment,0,74.25,170.8,tablet,UK,67
user_03537,treatment,0,70.73,285.0,desktop,UK,41
user_02585,treatment,0,58.56,324.3,desktop,India,43
user_01745,control,0,134.79,342.9,desktop,US,54
user_03868,treatment,0,99.24,230.4,tablet,UK,41
user_00719,control,1,127.99,298.0,tablet,US,50
user_01371,control,0,94.34,307.7,desktop,UK,35
user_02980,treatment,1,94.19,252.9,desktop,India,62
user_03931,treatment,0,73.94,306.4,tablet,US,43
user_02021,treatment,0,118.49,236.8,desktop,India,47
user_02611,treatment,0,96.59,176.3,desktop,UK,67
user_01627,control,0,96.17,240.3,desktop,US,20
user_02426,treatment,0,44.66,290.0,mobile,US,25
user_03054,treatment,0,57.18,191.2,tablet,UK,32
user_03008,treatment,0,60.77,257.1,tablet,US,38
user_00600,control,1,123.62,239.4,tablet,India,49
user_01748,control,0,141.41,259.5,desktop,US,22
user_02352,treatment,0,102.17,257.3,tablet,UK,43
user_01430,control,0,103.59,284.9,mobile,India,51
user_01115,control,0,107.46,286.8,mobile,US,49
user_00643,control,0,111.89,287.7,desktop,India,39
user_00403,control,0,75.48,298.7,tablet,US,33
user_00491,control,0,101.76,278.9,desktop,India,27
user_02500,treatment,0,100.03,250.9,mobile,US,63
user_01004,control,0,129.24,312.4,desktop,India,43
user_02115,treatment,0,88.16,291.9,tablet,UK,31
user_03485,treatment,0,81.81,204.6,tablet,UK,19
user_01879,control,0,88.64,278.2,desktop,UK,21
user_02474,treatment,0,59.87,215.3,tablet,US,62
user_00271,control,0,98.37,325.5,desktop,US,57
user_02342,treatment,0,83.03,210.8,tablet,UK,67
user_03059,treatment,0,51.17,295.4,mobile,India,45
user_03199,treatment,0,103.42,233.6,mobile,UK,47
user_01045,control,1,83.53,268.2,desktop,India,30
user_03498,treatment,0,85.89,331.1,tablet,UK,23
user_02794,treatment,0,52.64,193.3,desktop,India,22
user_02393,treatment,0,99.09,179.4,desktop,UK,66
user_03471,treatment,0,132.5,194.4,tablet,India,64
user_03838,treatment,0,100.44,252.7,desktop,US,37
user_02359,treatment,0,105.55,272.2,mobile,India,31
user_02335,treatment,0,71.12,297.1,desktop,US,59
user_00018,control,0,115.5,369.2,tablet,India,26
user_03655,treatment,0,99.98,203.2,desktop,US,68
user_01211,control,0,136.02,332.4,tablet,India,30
user_02118,treatment,0,62.17,252.3,tablet,UK,35
user_00230,control,0,78.97,351.5,tablet,UK,48
user_01118,control,0,118.73,348.2,mobile,US,57
user_01293,control,0,91.53,287.1,mobile,US,43
user_00496,control,0,119.01,325.7,desktop,UK,40
user_03545,treatment,0,54.04,234.4,mobile,India,69
user_00462,control,0,89.67,298.9,tablet,India,49
user_02904,treatment,0,104.52,257.9,tablet,India,29
user_01564,control,0,119.09,314.9,desktop,UK,24
user_02554,treatment,0,47.89,221.4,tablet,UK,53
user_00319,control,0,114.81,324.7,desktop,India,26
user_02454,treatment,0,102.02,223.8,tablet,UK,62
user_03266,treatment,0,95.41,196.6,desktop,UK,26
user_02453,treatment,0,114.28,290.3,desktop,US,63
user_01492,control,0,132.87,272.2,tablet,India,57
user_03573,treatment,0,136.52,263.0,tablet,India,38
user_01290,control,1,95.49,306.7,desktop,US,57
user_03323,treatment,0,79.83,260.4,desktop,US,52
user_03519,treatment,0,41.02,367.9,tablet,US,29
user_03394,treatment,0,94.6,212.4,mobile,India,22
user_02234,treatment,0,45.86,252.6,tablet,UK,62
user_00658,control,0,128.22,317.4,desktop,US,69
user_01057,control,1,100.84,246.7,mobile,UK,31
user_02120,treatment,0,104.29,277.6,tablet,US,55
user_03195,treatment,0,103.57,224.1,tablet,UK,49
user_03895,treatment,0,52.48,273.5,tablet,US,62
user_01663,control,1,110.93,363.6,mobile,UK,52
user_01331,control,0,90.64,275.4,desktop,India,39
user_01179,control,0,179.51,349.0,desktop,India,37
user_03721,treatment,0,85.21,274.5,mobile,UK,18
user_02158,treatment,1,113.05,291.9,tablet,India,62
user_00299,control,1,144.05,377.8,tablet,UK,34
user_00094,control,0,101.4,298.6,tablet,US,65
user_02405,treatment,0,73.57,324.7,desktop,UK,63
user_03549,treatment,0,87.45,183.8,tablet,India,58
user_01576,control,0,116.45,340.5,mobile,India,19
user_03746,treatment,0,43.53,130.9,desktop,UK,39
user_02887,treatment,0,87.54,293.5,tablet,UK,24
user_01794,control,0,149.27,323.1,tablet,US,50
user_00024,control,0,128.31,286.9,tablet,UK,23
user_03351,treatment,0,116.67,180.6,desktop,UK,29
user_03624,treatment,0,79.24,242.1,desktop,India,22
user_01732,control,0,117.06,292.9,mobile,UK,39
user_01085,control,0,112.39,251.8,mobile,US,49
user_03992,treatment,0,87.63,232.0,mobile,India,33
user_02666,treatment,0,45.55,260.5,tablet,India,33
user_02379,treatment,0,119.43,250.9,desktop,UK,40
user_01273,control,0,131.94,333.4,tablet,US,55
user_00306,control,0,141.05,230.5,tablet,UK,51
user_02903,treatment,0,81.78,243.3,tablet,US,62
user_02762,treatment,0,69.05,200.7,mobile,UK,51
user_00599,control,0,113.94,289.3,mobile,US,51
user_03880,treatment,0,65.34,235.8,tablet,US,22
user_00872,control,0,108.89,336.8,desktop,US,61
user_02546,treatment,0,52.4,248.3,tablet,US,43
user_02122,treatment,0,143.47,261.1,mobile,UK,49
user_01361,control,0,149.03,320.9,desktop,India,50
user_01937,control,0,124.89,233.6,mobile,US,55
user_02759,treatment,0,126.76,286.1,desktop,India,28
user_03645,treatment,0,118.25,283.0,mobile,India,22
user_01540,control,0,124.98,301.3,desktop,India,55
user_02211,treatment,0,74.74,245.2,mobile,India,54
user_01053,control,0,150.85,350.4,tablet,US,34
user_01567,control,0,81.0,350.5,mobile,UK,31
user_03247,treatment,0,134.97,280.8,tablet,UK,53
user_01927,control,0,88.25,341.0,desktop,UK,36
user_02024,treatment,0,72.35,181.7,desktop,US,55
user_00409,control,0,109.43,328.3,mobile,UK,29
user_00100,control,0,92.47,359.3,desktop,UK,41
user_01212,control,0,119.35,350.0,desktop,India,23
user_01433,control,0,102.63,319.6,desktop,UK,18
user_00316,control,0,122.62,335.2,desktop,UK,62
user_01174,control,0,121.15,357.8,tablet,US,48
user_01236,control,0,129.01,320.3,tablet,UK,27
user_03160,treatment,0,91.82,244.1,tablet,India,46
user_02733,treatment,0,75.84,303.4,mobile,India,42
user_03973,treatment,0,111.5,246.5,tablet,UK,24
user_03641,treatment,0,115.38,190.7,mobile,India,65
user_00752,control,1,98.04,310.2,mobile,US,50
user_03116,treatment,0,76.22,178.5,mobile,UK,60
user_00157,control,0,102.98,373.3,tablet,India,58
user_02562,treatment,0,126.11,247.1,mobile,US,59
user_00121,control,1,80.73,279.6,mobile,India,31
user_01455,control,0,107.21,286.2,desktop,UK,40
user_00512,control,0,103.24,318.0,desktop,UK,61
user_01518,control,0,109.72,324.9,desktop,India,20
user_03505,treatment,0,68.95,233.7,desktop,India,58
user_02017,treatment,0,125.38,191.0,desktop,UK,43
user_03441,treatment,1,50.22,220.8,tablet,India,57
user_02847,treatment,0,84.62,236.0,mobile,US,50
user_01603,control,0,80.73,352.1,tablet,US,41
user_03779,treatment,0,79.2,210.0,desktop,India,58
user_03804,treatment,0,118.33,213.9,desktop,UK,34
user_00677,control,0,128.82,246.8,mobile,India,20
user_00241,control,1,106.75,325.0,mobile,India,64
user_01024,control,1,109.65,297.0,desktop,US,40
user_02217,treatment,0,55.7,275.0,desktop,US,61
user_01512,control,0,89.38,384.0,desktop,UK,66
user_02814,treatment,0,121.59,172.8,desktop,UK,38
user_03226,treatment,0,66.9,225.7,tablet,India,18
user_03800,treatment,0,99.4,282.2,tablet,US,67
user_03764,treatment,1,38.64,224.3,mobile,India,63
user_02883,treatment,0,88.55,199.8,mobile,India,67
user_00487,control,0,131.37,313.4,tablet,India,59
user_03362,treatment,0,63.41,276.3,tablet,US,52
user_01874,control,0,82.46,298.9,mobile,US,37
user_02462,treatment,0,82.43,237.4,tablet,India,48
user_02438,treatment,0,74.43,209.9,tablet,India,57
user_00355,control,0,121.03,264.8,tablet,UK,65
user_01018,control,0,126.13,369.2,mobile,UK,67
user_03664,treatment,0,91.51,197.7,desktop,India,61
user_01742,control,0,110.3,356.9,desktop,US,51
user_02331,treatment,0,94.04,261.9,mobile,UK,36
user_02404,treatment,0,68.83,252.9,desktop,US,47
user_01221,control,0,78.58,314.4,tablet,UK,42
user_00052,control,0,131.76,269.5,desktop,India,32
user_02723,treatment,0,105.16,294.4,tablet,UK,39
user_01721,control,0,82.84,352.7,mobile,US,32
user_00074,control,0,70.25,350.8,desktop,US,40
user_01689,control,0,117.27,342.1,tablet,US,61
user_02586,treatment,0,85.66,281.0,mobile,UK,51
user_00439,control,0,80.77,259.8,tablet,UK,45
user_01475,control,0,52.62,270.9,desktop,US,19
user_02761,treatment,0,72.58,218.0,mobile,India,41
user_00803,control,0,133.55,197.3,tablet,US,22
user_00466,control,0,130.25,220.7,mobile,UK,65
user_03085,treatment,0,74.86,236.5,tablet,India,53
user_01065,control,0,59.07,195.4,mobile,UK,46
user_03911,treatment,0,115.75,176.1,desktop,UK,26
user_00158,control,0,137.83,349.7,desktop,US,25
user_02004,treatment,0,95.16,199.3,desktop,US,26
user_01654,control,0,130.11,292.1,tablet,UK,53
user_00053,control,0,127.35,330.1,desktop,US,41
user_01345,control,0,156.02,303.3,tablet,US,33
user_00221,control,0,52.06,348.9,mobile,India,45
user_00565,control,0,106.88,331.5,desktop,UK,38
user_00027,control,0,143.57,206.5,mobile,India,53
user_01584,control,1,87.99,296.3,tablet,US,36
user_02015,treatment,0,86.34,202.5,desktop,US,67
user_00215,control,0,142.32,263.1,tablet,UK,31
user_02058,treatment,0,45.58,209.1,mobile,US,26
user_00938,control,0,67.17,297.9,tablet,UK,42
user_00552,control,0,113.2,296.7,desktop,India,36
user_03027,treatment,0,73.61,215.0,tablet,US,48
user_02587,treatment,0,92.48,275.7,tablet,UK,52
user_00326,control,0,116.16,286.5,mobile,UK,22
user_03271,treatment,1,103.06,268.0,desktop,UK,59
user_03976,treatment,0,49.97,257.8,mobile,India,67
user_01671,control,0,143.74,225.9,desktop,UK,35
user_00830,control,1,81.14,268.1,desktop,UK,25
user_03117,treatment,0,57.59,232.1,desktop,UK,35
user_00753,control,0,96.22,299.7,tablet,India,34
user_03703,treatment,0,54.19,202.6,tablet,UK,26
user_03238,treatment,0,80.98,231.7,desktop,India,29
user_02477,treatment,0,47.28,251.2,desktop,UK,51
user_00045,control,0,180.58,311.7,tablet,US,38
user_03988,treatment,0,110.64,253.0,mobile,India,57
user_01554,control,0,127.13,247.5,desktop,UK,28
user_00502,control,0,130.75,303.8,desktop,US,48
user_02399,treatment,0,126.07,253.6,tablet,UK,22
user_00977,control,1,134.33,239.6,tablet,UK,46
user_02528,treatment,0,38.08,211.9,mobile,India,46
user_01193,control,0,59.4,303.7,mobile,UK,32
user_00811,control,0,106.39,303.0,tablet,US,22
user_01000,control,0,137.57,318.0,desktop,India,40
user_00569,control,0,119.26,254.1,tablet,US,65
user_02793,treatment,0,78.19,242.7,desktop,UK,64
user_03809,treatment,0,131.98,234.5,mobile,UK,29
user_02032,treatment,0,60.84,227.1,mobile,India,55
user_00367,control,0,76.32,324.4,mobile,UK,44
user_00458,control,0,128.04,295.5,tablet,India,62
user_00257,control,0,61.42,263.6,desktop,US,22
user_02187,treatment,0,60.52,231.0,mobile,India,39
user_02271,treatment,0,59.79,305.0,desktop,UK,29
user_01477,control,0,121.24,285.9,mobile,UK,20
user_00577,control,0,107.75,317.5,tablet,India,44
user_02340,treatment,0,101.97,296.9,mobile,UK,48
user_02141,treatment,0,58.91,199.4,mobile,UK,47
user_02283,treatment,0,71.76,243.4,desktop,US,64
user_03737,treatment,0,103.61,243.7,tablet,India,40
user_01765,control,0,88.0,357.5,mobile,India,65
user_02305,treatment,0,80.25,240.5,mobile,UK,36
user_02894,treatment,0,126.76,265.5,desktop,UK,54
user_00292,control,0,107.04,380.0,mobile,UK,49
user_00730,control,0,123.78,343.3,mobile,India,68
user_01614,control,0,85.86,337.6,desktop,India,46
user_00135,control,0,92.62,292.1,mobile,India,56
user_01511,control,0,102.49,271.9,desktop,US,23
user_03222,treatment,0,80.74,250.1,tablet,India,38
user_00681,control,0,114.47,333.4,tablet,India,33
user_03474,treatment,0,124.31,208.2,tablet,US,33
user_00264,control,1,130.33,304.9,tablet,India,66
user_02429,treatment,0,122.41,246.8,mobile,UK,34
user_03350,treatment,0,107.77,222.9,tablet,India,40
user_02242,treatment,0,97.51,223.4,mobile,US,51
user_00765,control,0,143.64,328.7,desktop,India,24
user_00057,control,0,121.92,280.7,mobile,India,67
user_02785,treatment,0,91.08,251.9,tablet,US,47
user_00683,control,1,96.64,237.9,desktop,US,52
user_01294,control,0,127.4,317.1,mobile,UK,18
user_02186,treatment,0,41.59,281.2,desktop,US,55
user_01310,control,0,103.56,249.3,mobile,US,29
user_03401,treatment,1,93.25,268.5,tablet,India,42
user_00545,control,0,94.24,302.9,desktop,US,29
user_01861,control,0,87.5,286.2,desktop,UK,54
user_02709,treatment,0,102.45,264.7,mobile,UK,31
user_03932,treatment,0,106.37,188.6,desktop,UK,68
user_01729,control,0,71.26,289.4,tablet,US,47
user_02346,treatment,0,84.84,305.0,desktop,India,22
user_00839,control,1,91.34,323.5,desktop,US,27
user_00171,control,0,72.28,330.2,desktop,US,39
user_02025,treatment,0,118.26,231.3,tablet,UK,63
user_03847,treatment,0,45.47,217.1,tablet,India,55
user_03585,treatment,0,114.37,250.2,mobile,India,59
user_01551,control,0,121.78,332.0,mobile,US,67
user_01589,control,0,99.92,271.0,desktop,UK,18
user_02764,treatment,0,45.5,212.0,desktop,US,57
user_00189,control,0,143.74,258.3,mobile,US,38
user_00013,control,1,116.87,266.5,desktop,India,25
user_03839,treatment,0,71.7,272.6,tablet,US,54
user_00323,control,0,113.83,271.4,tablet,UK,34
user_00986,control,0,118.51,369.7,mobile,US,53
user_03630,treatment,0,87.07,138.8,tablet,India,67
user_00433,control,0,108.69,349.1,mobile,UK,24
user_01092,control,0,116.57,300.1,mobile,India,46
user_02895,treatment,0,72.0,284.4,tablet,US,63
user_02837,treatment,0,38.4,247.6,tablet,India,22
user_02892,treatment,0,122.47,298.5,desktop,US,63
user_02239,treatment,0,108.27,255.3,mobile,UK,48
user_03124,treatment,0,75.55,271.6,mobile,India,36
user_03685,treatment,1,75.05,239.6,mobile,India,58
user_01806,control,0,90.28,310.5,desktop,US,52
user_01316,control,0,102.79,220.3,desktop,US,43
user_02958,treatment,0,111.19,290.5,tablet,UK,23
user_01097,control,0,122.32,315.8,tablet,UK,48
user_01946,control,0,84.88,318.1,desktop,India,31
user_01033,control,0,105.31,305.3,tablet,India,61
user_01019,control,0,90.77,295.5,mobile,US,20
user_00239,control,0,117.29,330.4,desktop,US,59
user_00175,control,1,148.05,307.5,desktop,UK,27
user_02241,treatment,0,85.39,274.0,tablet,UK,47
user_02568,treatment,0,106.76,235.4,desktop,India,23
user_00819,control,0,138.57,273.8,desktop,UK,20
user_00991,control,1,98.53,363.9,mobile,US,48
user_01917,control,0,84.08,293.4,mobile,UK,19
user_01114,control,0,112.72,263.8,mobile,US,43
user_01379,control,0,81.56,286.0,mobile,UK,40
user_01427,control,0,112.81,323.4,mobile,UK,48
user_00411,control,1,133.72,265.8,mobile,India,26
user_01139,control,0,115.32,268.5,desktop,US,35
user_00818,control,0,123.18,330.3,desktop,India,68
user_02963,treatment,0,104.82,188.9,mobile,US,21
user_01733,control,0,130.31,315.9,desktop,US,54
user_02349,treatment,0,68.85,209.1,mobile,UK,50
user_01451,control,0,105.28,220.4,mobile,UK,33
user_00228,control,0,105.44,375.0,desktop,US,68
user_02701,treatment,0,63.36,237.1,mobile,UK,45
user_01581,control,0,52.98,267.1,mobile,US,60
user_01162,control,1,109.32,277.0,desktop,UK,19
user_00352,control,0,38.78,317.9,mobile,India,58
user_01394,control,0,103.58,313.6,mobile,US,63
user_01264,control,0,111.84,320.9,desktop,US,55
user_01238,control,0,141.49,283.3,tablet,India,39
user_01201,control,0,104.91,321.9,desktop,India,31
user_02179,treatment,0,115.2,249.5,tablet,India,35
user_02467,treatment,0,124.06,281.5,desktop,US,66
user_02011,treatment,0,122.0,237.5,desktop,India,19
user_01378,control,0,101.21,372.4,tablet,US,57
user_00070,control,0,81.54,322.1,desktop,UK,33
user_03598,treatment,0,90.37,212.0,tablet,India,53
user_00046,control,0,121.2,225.7,desktop,UK,18
user_01069,control,0,103.66,348.7,mobile,US,19
user_03494,treatment,0,87.27,214.4,tablet,US,25
user_00184,control,0,108.82,315.8,desktop,India,55
user_02251,treatment,0,80.5,238.6,mobile,India,40
user_01414,control,0,123.58,332.6,mobile,India,35
user_01587,control,0,118.34,281.2,mobile,India,61
user_01271,control,0,79.95,244.9,desktop,India,36
user_01415,control,1,83.89,261.2,mobile,US,45
user_00140,control,1,142.69,363.4,tablet,US,19
user_03354,treatment,0,98.85,233.8,mobile,UK,56
user_03212,treatment,1,62.94,234.7,mobile,UK,23
user_00310,control,0,125.83,289.6,desktop,US,40
user_00267,control,0,108.68,285.3,mobile,India,35
user_03151,treatment,0,117.6,239.2,desktop,UK,52
user_02169,treatment,0,127.15,192.6,mobile,US,68
user_03208,treatment,0,110.29,274.8,desktop,US,34
user_00064,control,0,115.83,271.2,desktop,US,39
user_02572,treatment,0,61.26,269.0,mobile,US,41
user_01992,control,0,92.51,272.8,tablet,UK,66
user_01579,control,0,122.41,314.4,desktop,India,40
user_02683,treatment,0,126.24,337.8,desktop,UK,26
user_00145,control,0,104.52,346.6,tablet,US,33
user_03457,treatment,1,68.44,258.9,tablet,UK,61
user_03402,treatment,1,113.29,224.3,tablet,US,27
user_03993,treatment,0,134.36,191.3,tablet,India,33
user_01406,control,0,123.81,283.6,desktop,US,60
user_03667,treatment,0,88.24,272.2,desktop,UK,65
user_02580,treatment,0,43.35,286.8,desktop,India,27
user_00777,control,0,122.53,365.5,tablet,US,33
user_02172,treatment,0,38.57,221.3,desktop,India,29
user_03025,treatment,0,98.41,264.3,mobile,India,56
user_01965,control,0,111.44,269.7,desktop,India,68
user_00970,control,0,125.14,286.5,mobile,India,69
user_02282,treatment,1,41.83,245.9,desktop,UK,30
user_00252,control,0,94.06,305.2,tablet,India,47
user_03615,treatment,0,83.48,196.5,desktop,UK,53
user_00865,control,0,118.45,349.8,desktop,India,64
user_00810,control,0,71.9,276.6,tablet,India,23
user_01599,control,0,91.7,260.4,mobile,UK,63
user_02593,treatment,0,50.9,205.9,desktop,India,36
user_03493,treatment,0,84.53,273.0,mobile,US,23
user_01299,control,0,135.69,304.0,mobile,India,56
user_03871,treatment,0,42.85,283.6,tablet,UK,67
user_00280,control,0,113.58,315.4,desktop,UK,28
user_01462,control,0,108.32,300.7,desktop,US,37
user_01423,control,0,112.06,341.9,desktop,UK,26
user_03284,treatment,0,80.34,268.8,mobile,India,20
user_01573,control,0,137.34,308.8,desktop,UK,61
user_00359,control,0,80.89,286.3,desktop,India,25
user_03928,treatment,0,138.01,224.3,tablet,India,19
user_00300,control,0,95.12,269.6,mobile,India,51
user_01076,control,0,128.01,342.6,tablet,UK,51
user_01030,control,1,76.88,326.0,mobile,UK,27
user_00535,control,0,109.41,306.8,desktop,US,36
user_03318,treatment,0,36.88,186.9,tablet,UK,38
user_03253,treatment,0,118.59,311.1,desktop,India,24
user_01771,control,0,66.16,293.8,desktop,UK,51
user_02919,treatment,0,78.87,209.9,desktop,US,20
user_00416,control,1,116.0,304.4,desktop,UK,18
user_00840,control,1,151.68,261.0,tablet,UK,36
user_02628,treatment,0,90.72,223.8,tablet,India,39
user_03805,treatment,0,95.78,180.5,tablet,India,61
user_01043,control,0,72.77,261.0,mobile,US,62
user_01498,control,0,92.51,312.0,tablet,India,40
user_01399,control,0,97.01,302.8,desktop,US,68
user_00309,control,0,59.72,233.7,tablet,US,52
user_01533,control,0,121.71,357.5,tablet,US,62
user_02488,treatment,0,75.74,264.5,mobile,India,46
user_03285,treatment,0,55.83,216.8,tablet,UK,29
user_02619,treatment,1,107.56,129.4,tablet,UK,23
user_01074,control,0,110.86,350.5,desktop,US,18
user_03300,treatment,0,85.8,319.2,desktop,UK,23
user_03053,treatment,1,83.25,131.1,tablet,US,34
user_03518,treatment,0,54.3,264.4,tablet,India,33
user_00762,control,0,152.99,345.3,desktop,India,67
user_02772,treatment,0,72.08,187.3,mobile,India,24
user_01111,control,0,58.43,267.3,mobile,US,66
user_01877,control,0,145.7,290.7,mobile,UK,66
user_02054,treatment,0,70.2,248.4,desktop,UK,42
user_00059,control,0,77.02,272.2,tablet,UK,47
user_00077,control,0,93.33,292.6,desktop,US,48
user_00369,control,0,83.29,370.7,tablet,US,67
user_02430,treatment,0,84.47,269.7,mobile,US,39
user_03201,treatment,0,96.16,244.5,desktop,India,63
user_00734,control,0,103.19,346.8,mobile,India,67
user_03830,treatment,0,71.83,214.4,mobile,India,56
user_02320,treatment,0,133.61,218.6,tablet,US,44
user_02385,treatment,0,82.91,261.2,mobile,India,25
user_02731,treatment,0,59.44,209.8,desktop,India,35
user_01840,control,0,128.73,327.9,desktop,India,58
user_02665,treatment,0,93.87,174.0,tablet,India,42
user_00125,control,0,133.09,281.8,tablet,India,49
