user_id,experiment_group,conversion,revenue,date,device,country,age,session_duration,empty_column
user_02874,treatment,0.0,105.54,11/08/2024,tablet,United Kingdom,52.0,75,
user_05540,treatment,,198.65,03/13/2024,desktop,USA,59.0,552,
user_07366,treatment,1.0,16.87,07-10-2024,desktop,US,23.0,-33,
user_04939,treatment,,68.62,2024-06-07,desktop,USA,53.0,76,
user_00892,treatment,1.0,47.86,26-07-2024,tablet,USA,43.0,179,
user_07260,treatment,0.0,48.79,21-04-2024,tablet,US,37.0,78,
user_07036, control,,"584,62",2024-12-22,mobile ,USA,30.0,0,
user_01465, control,1.0,58.32,18-07-2024,mobile ,US,64.0,406,
user_03186,treatment,0.0,60.82,2024-07-02,desktop,US,42.0,581,
user_04904,treatment,1.0,157.19,2024-05-14,Android,US,21.0,43,
user_08048,control,1.0,105.08,05/30/2024,Android,United States,,574,
user_03005,treatment,1.0,142.3,2024-05-19,tablet,United Kingdom,30.0,69,
user_07148,control,0.0,177.34,2024-04-21,tablet,US,24.0,516,
user_00211,control,2.0,98.64,2024-10-13,desktop,United States,37.0,-84,
user_04438,control,1.0,193.94,2024-05-17,Android,UK,38.0,0,
user_01291,treatment,1.0,162.92,28-11-2024,tablet,United States,50.0,0,
user_02489,treatment ,1.0,,2024-11-17,tablet,IN,49.0,191,
user_02996,control,1.0,106.23,2024-08-10,mobile,USA,55.0,230,
user_04641,treatment ,1.0,69.58,30-12-2024,desktop,India,47.0,80,
user_08039,control,,98.08,2024-10-18,desktop,United Kingdom,46.0,0,
user_05209,control,1.0,143.86,07/26/2024,mobile,US,52.0,213,
user_08331,control,1.0,,10-07-2024,Desktop,US,26.0,190,
user_00987,control,1.0,45.79,2024-01-18,desktop,India,10.0,63,
user_04367,treatment,0.0,157.23,2024-12-23,iPhone,USA,53.0,120,
user_04164,control,2.0,94.28,09-09-2024,iPhone,IN,46.0,90,
user_06279,treatment,1.0,,2024-01-28,Mobile,USA,32.0,401,
user_00512,treatment,1.0,112.29,04/20/2024,tablet,United Kingdom,34.0,313,
user_00364,treatment,,134.53,2024-08-27,mobile,United States,42.0,-22,
user_02145,treatment,0.0,100.58,2024-08-09,tablet,UK,53.0,59,
user_08099,treatment,1.0,27.19,2024-08-22,Mobile,US,39.0,466,
user_00160,control,0.0,63.7,27-08-2024,desktop,India,56.0,323,
user_06861,treatment,1.0,87.37,2024-09-19,Android,UK,64.0,240,
user_05141,treatment,0.0,161.35,2024-03-16,desktop,United Kingdom,60.0,0,
user_03787,treatment ,1.0,122.23,2024-07-18,Android,IN,51.0,470,
user_03287,control,1.0,182.98,25-03-2024,mobile,USA,61.0,170,
user_07309,control,1.0,187.54,24-11-2024,iPhone,USA,51.0,416,
user_08351,treatment,1.0,150.93,2024-10-09,mobile,IN,41.0,424,
user_00522,treatment,0.0,70.85,2024-08-06,mobile,United Kingdom,22.0,405,
user_00312,treatment,,,09/07/2024,mobile,IN,21.0,165,
user_05268,control,1.0,176.98,18-07-2024,desktop,US,48.0,354,
user_01462,treatment,1.0,13.83,05-09-2024,Desktop,US,52.0,529,
user_04070,control,2.0,108.93,2024-05-06,tablet,US,50.0,0,
user_00111,test,1.0,56.05,08/06/2024,mobile,US,58.0,129,
user_00694,control,1.0,82.39,2024-08-23,desktop,IN,60.0,0,
user_02625,control,,130.44,2024-08-09,mobile,US,42.0,570,
user_01415,control,1.0,132.62,11/08/2024,desktop,United States,63.0,348,
user_00126,treatment ,0.0,75.24,2024-11-06,mobile,India,34.0,280,
user_08993,Control,0.0,194.85,2024-09-17,mobile,IN,44.0,255,
user_05840,TRT,0.0,104.85,03/01/2024,mobile,USA,39.0,-63,
user_08009,treatment,0.0,153.73,08/02/2024,iPhone,US,27.0,74,
user_06701,treatment,0.0,158.1,02-03-2024,desktop,US,18.0,70,
user_05902,treatment,0.0,57.21,2024-08-10,tablet,USA,20.0,231,
user_04060,treatment,0.0,187.79,10-02-2024,tablet,US,23.0,0,
user_08073,control,0.0,111.33,2024-11-20,iPhone,United Kingdom,18.0,106,
user_02600,treatment,,29.98,22-04-2024,mobile,United States,,142,
user_04681,control,1.0,161.53,2024-04-02,iPhone,US,38.0,74,
user_00198,control,1.0,145.61,2024-03-25,mobile,India,,-59,
user_00105,TRT,1.0,,03-09-2024,desktop,USA,35.0,334,
user_03178,treatment,0.0,-61.6,02-07-2024,mobile,US,54.0,319,
user_00726,treatment ,0.0,-77.24,10-11-2024,desktop,US,49.0,492,
user_06882,control,1.0,18.28,2024-08-14,mobile,US,21.0,277,
user_02311,treatment,1.0,,2024-12-03,desktop,United Kingdom,37.0,395,
user_03376,treatment,1.0,99.06,15-07-2024,desktop,United States,64.0,0,
user_02206,control,,148.86,08/03/2024,desktop,US,30.0,169,
user_02104,control,1.0,,08/20/2024,desktop,US,21.0,580,
user_07859,test,1.0,46.23,2024-11-03,mobile,IN,49.0,417,
user_05097,treatment,1.0,54.65,04/15/2024,tablet,United States,40.0,293,
user_04078,treatment,0.0,35.71,2024-03-26,desktop,IN,56.0,313,
user_00613,control,1.0,170.19,2024-02-20,mobile,India,53.0,109,
user_05503,control,0.0,94.12,10-03-2024,Mobile,USA,36.0,70,
user_05188,treatment,0.0,,03/18/2024,desktop,USA,33.0,174,
user_07375,treatment,0.0,193.07,2024-04-16,desktop,USA,18.0,458,
user_07933,treatment,,,30-03-2024,mobile,US,31.0,73,
user_05051,treatment,1.0,-82.22,2024-10-01,tablet,UK,29.0,0,
user_01380,control,0.0,126.93,07/09/2024,tablet,India,64.0,356,
user_00532,control,0.0,34.92,2024-03-30,mobile,UK,45.0,124,
user_03516,treatment,1.0,136.45,12-09-2024,mobile,USA,35.0,309,
user_03585,treatment,1.0,"666,75",2024-03-19,desktop,USA,30.0,0,
user_07493,control,0.0,23.27,09-11-2024,mobile,United States,,135,
user_06322,control,0.0,136.82,02-07-2024,mobile,UK,40.0,-90,
user_00465,test,0.0,120.4,2024-12-17,mobile,IN,22.0,31,
user_00534,Control,1.0,47.24,12-08-2024,mobile,USA,25.0,66,
user_00108,treatment,1.0,63.47,05-02-2024,tablet,USA,22.0,464,
user_06464, control,1.0,159.54,10/06/2024,tablet ,US,24.0,217,
user_05738,control,1.0,18.73,11/02/2024,tablet,US,33.0,325,
user_02761,treatment,1.0,52.29,2024-10-19,tablet,US,20.0,0,
user_08668,treatment,1.0,146.44,2024-05-28,tablet,USA,60.0,338,
user_00736,control,1.0,181.89,07/17/2024,tablet,India,42.0,0,
user_01963,treatment,0.0,169.1,08/31/2024,Android,UK,52.0,430,
user_02854,treatment,1.0,185.79,2024-04-24,mobile,UK,18.0,554,
user_00396,control,1.0,111.6,03-08-2024,tablet,USA,63.0,442,
user_06321,treatment,0.0,$10.02,2024-11-27,mobile,United States,46.0,90,
user_00204,treatment,0.0,67.79,06/06/2024,Android,India,39.0,191,
user_00804,control,1.0,76.08,2024-11-16,tablet,UK,36.0,432,
user_08375,treatment,1.0,100.74,04/11/2024,Mobile,India,53.0,54,
user_01435,treatment,1.0,154.1,06-06-2024,iPhone,US,21.0,472,
user_01003,control,0.0,15.69,2024-08-21,desktop,United Kingdom,49.0,203,
user_07749,control,1.0,118.21,03/30/2024,desktop,USA,57.0,186,
user_01192,control,0.0,16.32,2024-06-12,iPhone,US,41.0,103,
user_00184,treatment,1.0,10.45,30-10-2024,tablet,United Kingdom,27.0,349,
user_06615,control,1.0,148.57,04/15/2024,desktop,United States,28.0,597,
user_07890,treatment,1.0,56.72,11-07-2024,desktop,United Kingdom,47.0,230,
user_05374,control,1.0,25.16,2024-03-18,Desktop,US,54.0,578,
user_01959,control,1.0,148.42,04-10-2024,mobile,US,20.0,579,
user_07600,treatment,,,06/17/2024,desktop,India,50.0,31,
user_04315,treatment,2.0,73.91,2024-03-21,tablet,US,26.0,297,
user_02067,treatment ,0.0,,09/01/2024,Desktop,US,49.0,0,
user_02385,control,1.0,193.4,02/17/2024,Android,India,35.0,559,
user_08165,treatment,1.0,141.04,2024-01-17,desktop,UK,36.0,96,
user_03198,control,0.0,85.23,2024-03-07,desktop,US,38.0,189,
user_06497,treatment,0.0,154.51,02/24/2024,Android,UK,46.0,468,
user_00692,treatment,1.0,67.87,2024-01-12,desktop,India,31.0,524,
user_00975,treatment,0.0,,06-12-2024,mobile,United Kingdom,53.0,0,
user_02945,control,1.0,168.08,08/18/2024,iPhone,India,,390,
user_00295,control,1.0,,2024-09-10,mobile,United States,35.0,551,
user_06428,treatment,1.0,58.36,06/02/2024,iPhone,US,46.0,566,
user_00455,control,,130.56,02/19/2024,mobile,United Kingdom,28.0,304,
user_02947,treatment,1.0,108.64,11/20/2024,desktop,IN,54.0,325,
user_04922, treatment,0.0,74.69,05/20/2024,Desktop ,India,33.0,334,
user_04951,control,0.0,159.87,04/17/2024,mobile,USA,60.0,-90,
user_07357,control,1.0,$144.47,2024-04-29,desktop,USA,24.0,127,
user_06655,control,0.0,40.76,2024-03-11,mobile,USA,,375,
user_05067,TRT,1.0,87.17,2024-11-28,tablet,US,47.0,46,
user_08007,treatment ,0.0,44.96,2024-09-30,desktop,USA,55.0,54,
user_04628,control,0.0,56.5,2024-05-08,iPhone,UK,44.0,526,
user_00560,TRT,0.0,134.69,04/11/2024,Mobile,United Kingdom,37.0,253,
user_02399,control,0.0,-59.94,20-10-2024,iPhone,US,33.0,149,
user_04946,TRT,1.0,58.13,2024-10-21,mobile,US,30.0,427,
user_05953,control,,181.56,12-05-2024,tablet,US,38.0,563,
user_04955,treatment,1.0,150.71,2024-11-11,tablet,USA,30.0,368,
user_00173,treatment,0.0,76.63,2024-02-05,desktop,India,64.0,599,
user_06511,treatment,0.0,166.29,11-10-2024,desktop,UK,36.0,317,
user_08878,control,1.0,183.45,2024-01-21,Mobile,United States,58.0,176,
user_07195,Control,0.0,$36.74,2024-12-12,tablet,India,54.0,247,
user_08938,Control,2.0,56.12,2024-02-22,desktop,United States,28.0,235,
user_07789,treatment,0.0,80.13,12/15/2024,mobile,US,45.0,326,
user_01664,control,0.0,,06-07-2024,mobile,IN,18.0,101,
user_04150,treatment,0.0,"593,36",11-12-2024,desktop,United Kingdom,38.0,394,
user_06118,treatment,0.0,192.73,01/13/2024,tablet,IN,7.0,520,
user_08342,TRT,0.0,139.58,07/31/2024,tablet,USA,44.0,428,
user_01754,control,1.0,99.17,13-03-2024,desktop,IN,40.0,245,
user_00583,control,1.0,68.63,2024-11-21,mobile,IN,21.0,0,
user_03943,treatment,1.0,"773,63",09/22/2024,Android,US,34.0,518,
user_04177,control,2.0,39.96,2024-12-09,desktop,UK,30.0,82,
user_01733,treatment,0.0,188.0,06/02/2024,tablet,United States,9.0,550,
user_00461,treatment,2.0,74.58,2024-02-03,Android,United States,47.0,580,
user_00183,treatment,0.0,12.29,03/15/2024,tablet,US,31.0,247,
user_05455,control,0.0,153.2,02/28/2024,tablet,USA,45.0,575,
user_01194,control,1.0,14.56,15-12-2024,desktop,USA,47.0,-21,
user_00523,treatment,,95.5,30-05-2024,desktop,USA,53.0,205,
user_07888,treatment,1.0,67.24,07/29/2024,desktop,India,52.0,581,
user_02398,treatment ,0.0,,10/13/2024,desktop,UK,19.0,290,
user_06071,treatment,1.0,114.68,2024-09-08,desktop,USA,59.0,553,
user_04377,control,0.0,24.27,07/31/2024,desktop,US,43.0,52,
user_07110,control,1.0,78.78,2024-10-10,desktop,United Kingdom,57.0,532,
user_00582,control,1.0,,17-02-2024,desktop,IN,56.0,-29,
user_00083,treatment,1.0,155.48,2024-06-05,Desktop,US,65.0,532,
user_00425,control,1.0,-84.72,15-11-2024,mobile,India,36.0,534,
user_02010,treatment ,0.0,122.27,23-07-2024,mobile,United Kingdom,38.0,151,
user_08824,control,0.0,173.53,2024-08-26,mobile,US,23.0,427,
user_04516,TRT,1.0,90.67,26-11-2024,desktop,UK,33.0,425,
user_08911,treatment,0.0,31.53,12-01-2024,mobile,USA,65.0,554,
user_04716,treatment,0.0,175.9,03/11/2024,Desktop,USA,,511,
user_03016,control,,71.19,13-07-2024,mobile,India,29.0,498,
user_06149,treatment,0.0,50.17,2024-08-06,desktop,UK,41.0,389,
user_02709,treatment,1.0,88.13,25-07-2024,tablet,IN,45.0,153,
user_04680,treatment,1.0,114.17,06/13/2024,mobile,US,,-40,
user_07047,treatment,1.0,121.5,29-01-2024,Desktop,USA,,413,
user_02306,treatment,1.0,"548,58",2024-10-01,mobile,United States,24.0,0,
user_03420,treatment,0.0,147.68,22-11-2024,mobile,US,33.0,-47,
user_02730,treatment,1.0,143.69,09/22/2024,iPhone,USA,50.0,53,
user_07087,treatment ,1.0,-34.63,25-09-2024,tablet,UK,36.0,78,
user_05109,Control,1.0,170.41,2024-04-18,Desktop,India,40.0,546,
user_07485,control,1.0,$88.82,05/03/2024,iPhone,US,65.0,103,
user_05210,treatment,1.0,-64.7,15-04-2024,desktop,United Kingdom,64.0,0,
user_04335,control,2.0,155.15,10/03/2024,desktop,United Kingdom,47.0,75,
user_00110,control,,20.28,21-01-2024,desktop,IN,21.0,71,
user_02055, treatment,0.0,,2024-06-09,desktop ,United States,32.0,129,
user_04857,control,1.0,174.99,2024-05-28,mobile,United States,53.0,568,
user_02459,control,1.0,181.65,31-12-2024,desktop,USA,57.0,302,
user_05476,treatment,,-75.72,2024-12-14,mobile,IN,53.0,154,
user_01843,treatment,1.0,104.3,2024-01-14,desktop,India,58.0,238,
user_01643,treatment,0.0,156.46,2024-07-29,tablet,IN,65.0,598,
user_06408,control,1.0,$196.93,05/30/2024,mobile,UK,64.0,341,
user_08838,control,0.0,170.05,2024-10-25,mobile,United Kingdom,44.0,281,
user_07490,control,0.0,56.7,03/27/2024,desktop,US,48.0,79,
user_05473,control,0.0,130.6,2024-08-13,desktop,United States,61.0,0,
user_08497,treatment,1.0,156.07,2024-11-21,desktop,US,58.0,435,
user_00685,control,0.0,101.92,09/07/2024,desktop,IN,64.0,558,
user_05297,treatment,1.0,101.65,04-12-2024,mobile,US,49.0,584,
user_03234,control,1.0,91.34,05/07/2024,Desktop,US,37.0,400,
user_02490,Control,1.0,54.45,30-11-2024,mobile,United States,45.0,515,
user_02657,treatment,0.0,184.71,07/28/2024,Android,UK,51.0,218,
user_06297,control,0.0,"252,55",07/17/2024,tablet,United States,48.0,441,
user_00128,control,1.0,128.53,2024-06-23,desktop,USA,49.0,386,
user_02284,treatment,1.0,,2024-06-04,desktop,US,33.0,0,
user_04178,Control,0.0,155.22,2024-05-10,Desktop,USA,20.0,189,
user_08632,treatment,,53.68,2024-10-10,tablet,IN,39.0,592,
user_04626,treatment,,143.62,2024-03-01,mobile,USA,31.0,127,
user_00706,control,0.0,58.39,2024-06-05,tablet,USA,24.0,462,
user_08979,treatment ,1.0,49.84,2024-12-29,desktop,IN,58.0,438,
user_07234,treatment ,1.0,135.57,15-02-2024,Mobile,USA,19.0,-72,
user_03106,control,0.0,136.44,20-12-2024,tablet,US,60.0,464,
user_07522,treatment,0.0,61.22,09/26/2024,desktop,United States,57.0,272,
user_04563,control,1.0,,2024-11-08,desktop,US,,281,
user_07175,control,,35.99,2024-11-15,mobile,UK,22.0,303,
user_00477,treatment,1.0,106.44,29-03-2024,mobile,US,26.0,242,
user_00272,control,0.0,"739,43",05-01-2024,desktop,India,36.0,475,
user_00672,TRT,0.0,171.62,23-05-2024,tablet,United States,36.0,448,
user_08978,treatment ,1.0,"543,64",09/30/2024,Desktop,India,37.0,498,
user_06164,control,,-79.14,03/21/2024,Desktop,USA,58.0,323,
user_00196,control,0.0,,2024-07-11,Desktop,UK,52.0,425,
user_04039,test,1.0,152.49,2024-04-22,tablet,IN,43.0,35,
user_05292,control,,54.63,2024-06-05,desktop,India,31.0,511,
user_00494,control,0.0,62.59,2024-03-29,mobile,US,51.0,0,
user_00194,TRT,1.0,47.76,2024-03-29,tablet,United States,63.0,127,
user_06283,TRT,1.0,149.83,07/22/2024,Android,UK,40.0,271,
user_08322,control,1.0,15.6,25-06-2024,mobile,US,45.0,543,
user_04283,TRT,1.0,,24-07-2024,desktop,IN,43.0,0,
user_00493,treatment,0.0,42.59,14-12-2024,desktop,US,50.0,287,
user_02538,treatment,,154.17,10/23/2024,desktop,USA,19.0,560,
user_06339,control,1.0,72.97,06/05/2024,Mobile,United Kingdom,44.0,400,
user_04059,treatment,1.0,29.04,21-10-2024,tablet,US,21.0,157,
user_04866,control,0.0,147.41,02/21/2024,mobile,US,62.0,565,
user_00495,treatment,0.0,101.94,27-05-2024,tablet,United States,60.0,0,
user_07623,treatment,1.0,196.04,2024-07-14,mobile,United States,33.0,158,
user_03618,treatment,1.0,67.94,12/20/2024,desktop,USA,105.0,397,
user_02314,TRT,1.0,163.64,2024-07-02,desktop,USA,64.0,508,
user_00163,treatment,,"224,68",28-05-2024,desktop,United Kingdom,41.0,265,
user_05580,TRT,0.0,-18.36,02-05-2024,Android,USA,34.0,485,
user_06542,treatment ,1.0,97.29,03/11/2024,desktop,USA,48.0,537,
user_00819,treatment,0.0,127.77,09-02-2024,mobile,UK,,538,
user_02831,TRT,0.0,87.35,18-06-2024,desktop,USA,28.0,498,
user_00901,TRT,,83.52,02/19/2024,mobile,IN,46.0,264,
user_01857,treatment,1.0,33.68,23-12-2024,mobile,USA,52.0,0,
user_04988,treatment,1.0,21.27,2024-01-15,mobile,UK,24.0,0,
user_04558,control,1.0,163.75,08/13/2024,mobile,United States,39.0,-43,
user_08527,treatment,0.0,123.43,2024-05-26,Mobile,India,46.0,399,
user_04919,treatment ,0.0,188.87,2024-06-01,desktop,India,50.0,195,
user_03694,treatment,0.0,-55.25,2024-06-08,tablet,US,37.0,59,
user_05358,control,0.0,65.3,02/10/2024,desktop,USA,62.0,34,
user_01990,control,0.0,22.33,2024-11-25,tablet,US,62.0,436,
user_03139,control,1.0,168.83,2024-02-27,mobile,US,47.0,240,
user_03181,control,1.0,146.99,2024-05-03,desktop,US,55.0,408,
user_01858,control,0.0,198.81,03/14/2024,tablet,India,,149,
user_02263,control,1.0,194.94,02/08/2024,tablet,US,20.0,144,
user_04977,control,1.0,$65.31,2024-12-05,desktop,US,31.0,289,
user_07040,control,0.0,150.27,01/14/2024,tablet,IN,57.0,138,
user_04630,control,0.0,12.34,04-09-2024,mobile,US,52.0,153,
user_08053,treatment,0.0,-61.23,05/07/2024,desktop,US,25.0,207,
user_07692,treatment,0.0,101.71,04/15/2024,mobile,USA,32.0,490,
user_03701,treatment,0.0,183.5,2024-12-21,desktop,India,20.0,352,
user_00926,treatment,1.0,112.11,01-07-2024,desktop,USA,36.0,108,
user_04581,control,1.0,74.51,2024-07-11,Mobile,USA,57.0,125,
user_04046,treatment,,41.78,02-10-2024,mobile,United Kingdom,48.0,438,
user_01719,treatment,1.0,73.39,07-04-2024,Mobile,USA,25.0,102,
user_07449, treatment,0.0,,2024-05-07,mobile ,USA,30.0,320,
user_07408,treatment,0.0,188.95,08-05-2024,desktop,IN,40.0,356,
user_03954,treatment,1.0,133.33,01/21/2024,mobile,USA,61.0,212,
user_00621,control,,119.23,02/11/2024,desktop,US,41.0,295,
user_08907,TRT,0.0,90.83,17-02-2024,iPhone,US,37.0,129,
user_00444,treatment,1.0,70.06,11-09-2024,desktop,UK,52.0,158,
user_01740,control,1.0,146.21,07-01-2024,mobile,USA,30.0,55,
user_00476,treatment,0.0,148.92,06-09-2024,tablet,US,35.0,501,
user_02530,control,1.0,14.73,06-12-2024,Desktop,USA,30.0,86,
user_04011,treatment,,129.35,2024-09-09,tablet,UK,41.0,331,
user_05851,treatment,0.0,98.12,03/13/2024,tablet,United States,51.0,354,
user_03187,treatment ,1.0,165.69,2024-04-04,desktop,USA,58.0,455,
user_08323,treatment,1.0,169.7,06-02-2024,tablet,UK,,43,
user_07440,treatment,2.0,17.02,2024-12-17,tablet,USA,65.0,532,
user_06723,control,1.0,65.77,2024-10-29,mobile,USA,64.0,513,
user_03461,treatment,1.0,88.62,03/02/2024,desktop,India,40.0,304,
user_03277,control,1.0,62.5,14-08-2024,desktop,United Kingdom,24.0,83,
user_03283,treatment,2.0,118.43,03/31/2024,iPhone,IN,103.0,160,
user_01543,treatment,1.0,-10.63,21-09-2024,mobile,IN,58.0,171,
user_08812,control,0.0,,16-12-2024,desktop,IN,31.0,149,
user_00897,control,1.0,66.14,01/22/2024,desktop,UK,,425,
user_03094,TRT,2.0,103.94,18-07-2024,desktop,USA,25.0,321,
user_00060,test,2.0,,2024-01-19,Android,USA,44.0,524,
user_01952,control,0.0,74.84,2024-10-22,mobile,USA,41.0,290,
user_00197,control,,131.74,01/26/2024,mobile,United Kingdom,,176,
user_02809,control,0.0,161.82,11/11/2024,desktop,United States,19.0,75,
user_03908,Control,2.0,50.22,01/04/2024,tablet,US,48.0,377,
user_01078,control,0.0,96.49,2024-04-03,tablet,IN,49.0,447,
user_07584,control,1.0,83.58,2024-04-10,desktop,USA,47.0,316,
user_06726,control,0.0,107.51,2024-10-31,Android,IN,30.0,112,
user_07563,treatment,0.0,145.87,2024-03-26,desktop,United States,42.0,269,
user_03241,control,1.0,57.77,2024-05-22,Mobile,USA,46.0,192,
user_04746,treatment ,0.0,$195.68,2024-08-26,iPhone,UK,25.0,0,
user_05663,treatment,1.0,68.9,2024-04-12,desktop,IN,55.0,458,
user_05091,treatment,0.0,165.07,2024-07-27,desktop,US,63.0,-34,
user_00129,treatment,1.0,61.79,16-07-2024,tablet,UK,,594,
user_00803,control,1.0,12.17,2024-07-26,mobile,IN,35.0,166,
user_05806,treatment,1.0,190.81,22-12-2024,Android,US,54.0,372,
user_00189,treatment,1.0,18.04,2024-11-12,desktop,IN,51.0,125,
user_00360,treatment,0.0,159.24,2024-08-14,tablet,US,28.0,563,
user_00482,control,,183.7,2024-01-09,desktop,US,56.0,0,
user_08693,treatment,0.0,112.65,27-09-2024,mobile,US,30.0,-23,
user_03514,treatment,0.0,22.87,2024-07-25,desktop,US,62.0,-22,
user_02920,treatment ,,106.38,04/02/2024,tablet,US,59.0,0,
